canonical_species_name,canonical_name,trait,value,unit,latitude,longitude,refid,DataOrigin,DatasetID,DataID
Betula nana,Betula nana,leaf_area,73.8368,mm2,69.0581836,20.82254608,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,92.8552,mm2,69.06357345,20.82104807,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,99.8869,mm2,69.06357345,20.82104807,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,46.8388,mm2,69.06892543,20.81957649,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,54.1716,mm2,69.06892543,20.81957649,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,76.1503,mm2,69.06541588,20.82315807,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,83.6354,mm2,69.06541588,20.82315807,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,55.0318,mm2,69.05652781,20.82806989,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,67.9479,mm2,69.06186763,20.8265966,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,47.6339,mm2,69.06186763,20.8265966,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,84.5386,mm2,69.05751704,20.82906208,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,47.5019,mm2,69.05751704,20.82906208,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,46.8424,mm2,69.05841296,20.83015352,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,60.6084,mm2,69.05841296,20.83015352,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,70.7403,mm2,69.06375627,20.82865804,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,69.373,mm2,69.06375627,20.82865804,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,61.8736,mm2,69.06686089,20.82774531,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,31.4851,mm2,69.06686089,20.82774531,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,59.9597,mm2,69.05671496,20.83184104,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,48.371,mm2,69.05671496,20.83184104,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,58.6659,mm2,69.06292904,20.83128673,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,70.8854,mm2,69.06292904,20.83128673,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,56.4421,mm2,69.06830327,20.829734,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,70.4823,mm2,69.06830327,20.829734,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,92.5021,mm2,69.06122907,20.83288092,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,96.1954,mm2,69.06122907,20.83288092,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,35.3361,mm2,69.05946673,20.83488438,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,37.2786,mm2,69.05946673,20.83488438,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,38.0312,mm2,69.06215236,20.8341151,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,56.4564,mm2,69.06215236,20.8341151,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,44.8605,mm2,69.06483634,20.83330458,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,53.0319,mm2,69.06483634,20.83330458,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,30.0282,mm2,69.04823931,20.82722066,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,33.924,mm2,69.04823931,20.82722066,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,33.381,mm2,69.07398521,20.81388979,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,46.217,mm2,69.07398521,20.81388979,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,39.9684,mm2,69.07536542,20.81822485,TTT11,TTT,,
Betula nana,Betula nana,leaf_area,28.1234,mm2,69.07536542,20.81822485,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,161.1108,mm2,69.06639132,20.80265843,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,249.294,mm2,69.06639132,20.80265843,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,293.0518,mm2,69.05344647,20.81759663,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,152.4905,mm2,69.05344647,20.81759663,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,579.2547,mm2,69.05736792,20.82535794,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,203.7591,mm2,69.05736792,20.82535794,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,193.4051,mm2,69.05573305,20.83087178,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,156.3397,mm2,69.05573305,20.83087178,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,341.3941,mm2,69.06470214,20.82949263,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,158.5582,mm2,69.06031544,20.83219541,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,196.8403,mm2,69.06031544,20.83219541,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,110.5098,mm2,69.05591588,20.83457901,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,54.0068,mm2,69.05591588,20.83457901,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,272.4978,mm2,69.05680422,20.8355504,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,178.485,mm2,69.05680422,20.8355504,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,584.55,mm2,69.05946673,20.83488438,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,608.7884,mm2,69.05946673,20.83488438,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,440.1449,mm2,69.06483634,20.83330458,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,375.4024,mm2,69.06483634,20.83330458,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,322.0891,mm2,69.0684764,20.83368072,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,173.2005,mm2,69.0684764,20.83368072,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,160.1477,mm2,69.05081564,20.82909942,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,leaf_area,99.0608,mm2,69.05081564,20.82909942,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,539.3689,mm2,69.06189569,20.80149197,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,473.3271,mm2,69.06189569,20.80149197,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,621.7929,mm2,69.06727337,20.79994421,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,483.5985,mm2,69.06727337,20.79994421,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,173.7513,mm2,69.06829482,20.80471774,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,59.614,mm2,69.06829482,20.80471774,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,624.0167,mm2,69.05871809,20.8123962,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,221.0805,mm2,69.05871809,20.8123962,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,259.9002,mm2,69.05751704,20.82906208,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,135.7695,mm2,69.05751704,20.82906208,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,163.074,mm2,69.0682042,20.82614869,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,273.8651,mm2,69.0682042,20.82614869,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,187.7621,mm2,69.06470214,20.82949263,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,229.8898,mm2,69.06470214,20.82949263,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,311.8408,mm2,69.06483634,20.83330458,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,248.1573,mm2,69.06483634,20.83330458,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,361.0647,mm2,69.07150714,20.81281427,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,328.4596,mm2,69.07150714,20.81281427,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,150.0749,mm2,69.0755399,20.81391529,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,leaf_area,186.3626,mm2,69.0755399,20.81391529,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,49.3082,mm2,69.05734899,20.80018055,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,70.6579,mm2,69.05734899,20.80018055,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,57.4464,mm2,69.0653501,20.79790358,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,58.495,mm2,69.0653501,20.79790358,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,15.5595,mm2,69.06805265,20.79731106,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,21.5323,mm2,69.06805265,20.79731106,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,81.3395,mm2,69.06455788,20.80066203,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,93.4895,mm2,69.06455788,20.80066203,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,33.1248,mm2,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,46.2912,mm2,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,58.1176,mm2,69.06639132,20.80265843,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,81.7628,mm2,69.06639132,20.80265843,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,119.3813,mm2,69.06916155,20.80190587,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,63.7813,mm2,69.06916155,20.80190587,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,76.8509,mm2,69.06476046,20.80436734,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,64.9106,mm2,69.06476046,20.80436734,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,50.9461,mm2,69.05758341,20.80775942,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,79.5497,mm2,69.05758341,20.80775942,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,46.0713,mm2,69.06560453,20.80546809,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,71.5368,mm2,69.06560453,20.80546809,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,69.7826,mm2,69.06829482,20.80471774,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,106.657,mm2,69.06829482,20.80471774,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,40.7963,mm2,69.05856531,20.80871858,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,20.4071,mm2,69.05856531,20.80871858,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,30.177,mm2,69.06837226,20.80586398,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,61.6442,mm2,69.06837226,20.80586398,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,85.0017,mm2,69.06917558,20.80554958,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,71.907,mm2,69.06917558,20.80554958,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,79.1447,mm2,69.05680342,20.81049567,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,61.1424,mm2,69.05680342,20.81049567,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,64.3262,mm2,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,109.4003,mm2,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,41.6376,mm2,69.05871809,20.8123962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,52.1016,mm2,69.05871809,20.8123962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,48.4122,mm2,69.06136721,20.81166082,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,43.6115,mm2,69.06136721,20.81166082,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,42.6937,mm2,69.06402202,20.81092962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,58.327,mm2,69.06402202,20.81092962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,39.6802,mm2,69.06675762,20.81008595,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,30.773,mm2,69.06675762,20.81008595,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,95.8826,mm2,69.06939894,20.80940115,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,90.4135,mm2,69.06939894,20.80940115,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,55.0533,mm2,69.06499738,20.8119392,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,39.3863,mm2,69.06499738,20.8119392,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,60.7518,mm2,69.05785748,20.81509052,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,48.3387,mm2,69.05785748,20.81509052,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,19.1205,mm2,69.06051336,20.81442096,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,22.3568,mm2,69.06051336,20.81442096,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,16.5812,mm2,69.06325239,20.81365563,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,28.9513,mm2,69.06325239,20.81365563,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,61.1747,mm2,69.06586527,20.81295646,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,32.5836,mm2,69.06586527,20.81295646,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,90.861,mm2,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,86.5454,mm2,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,39.0563,mm2,69.06418727,20.81475824,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,32.0281,mm2,69.06418727,20.81475824,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,85.7707,mm2,69.06953275,20.81304977,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,123.6082,mm2,69.06953275,20.81304977,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,61.4023,mm2,69.057084,20.81791681,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,91.952,mm2,69.057084,20.81791681,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,47.6703,mm2,69.06241787,20.81646458,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,77.1126,mm2,69.06241787,20.81646458,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,56.0335,mm2,69.05897261,20.81996726,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,31.288,mm2,69.05897261,20.81996726,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,28.6395,mm2,69.06701298,20.8176447,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,32.1517,mm2,69.06701298,20.8176447,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,91.7334,mm2,69.06966308,20.81683778,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,66.0937,mm2,69.06966308,20.81683778,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,55.3991,mm2,69.06521865,20.81930648,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,39.696,mm2,69.06521865,20.81930648,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,73.2222,mm2,69.0581836,20.82254608,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,97.1595,mm2,69.0581836,20.82254608,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,53.9136,mm2,69.06086401,20.82186949,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,83.4222,mm2,69.06086401,20.82186949,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,81.9294,mm2,69.06357345,20.82104807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,32.7789,mm2,69.06357345,20.82104807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,54.487,mm2,69.06623645,20.82045962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,56.4224,mm2,69.06623645,20.82045962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,61.6782,mm2,69.06977501,20.82052835,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,24.6469,mm2,69.06977501,20.82052835,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,26.6701,mm2,69.06003563,20.824666,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,33.623,mm2,69.06003563,20.824666,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,31.1984,mm2,69.06271912,20.82396316,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,14.2749,mm2,69.06271912,20.82396316,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,58.4276,mm2,69.06541588,20.82315807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,49.2598,mm2,69.06541588,20.82315807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,87.5975,mm2,69.06807329,20.8223087,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,94.4626,mm2,69.06807329,20.8223087,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,47.5108,mm2,69.05832512,20.82637426,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,48.3226,mm2,69.05832512,20.82637426,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,20.8318,mm2,69.06362953,20.82479542,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,16.0562,mm2,69.06362953,20.82479542,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,68.7709,mm2,69.06903043,20.82332438,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,67.3409,mm2,69.06903043,20.82332438,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,29.7774,mm2,69.05927308,20.82736263,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,27.7919,mm2,69.05927308,20.82736263,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,31.6536,mm2,69.06186763,20.8265966,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,53.3061,mm2,69.06186763,20.8265966,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,30.9672,mm2,69.0645716,20.82582007,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,55.8005,mm2,69.0645716,20.82582007,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,94.7873,mm2,69.06550602,20.82696349,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,104.8562,mm2,69.06550602,20.82696349,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,54.858,mm2,69.0682042,20.82614869,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,47.1202,mm2,69.0682042,20.82614869,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,70.2117,mm2,69.06686089,20.82774531,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,50.507,mm2,69.06686089,20.82774531,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,82.6229,mm2,69.06910039,20.82713877,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,59.8845,mm2,69.06910039,20.82713877,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,28.6072,mm2,69.06202394,20.83032164,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,42.7011,mm2,69.06202394,20.83032164,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,46.622,mm2,69.07008685,20.82800218,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,30.0067,mm2,69.07008685,20.82800218,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,50.1397,mm2,69.0656177,20.83053481,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,42.16,mm2,69.0656177,20.83053481,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,66.7675,mm2,69.06393782,20.83234994,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,56.5639,mm2,69.06393782,20.83234994,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,82.8595,mm2,69.06313115,20.8352092,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,70.4948,mm2,69.06313115,20.8352092,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,42.0757,mm2,69.07150714,20.81281427,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,73.172,mm2,69.07150714,20.81281427,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,66.3284,mm2,69.05469161,20.81718961,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,leaf_area,65.7747,mm2,69.05469161,20.81718961,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,111.5043,mm2,69.05656056,20.80297445,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,22.2367,mm2,69.05656056,20.80297445,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,80.7139,mm2,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,113.862,mm2,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,134.7212,mm2,69.0674581,20.80746547,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,106.8147,mm2,69.0674581,20.80746547,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,109.9309,mm2,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,58.5506,mm2,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,88.2548,mm2,69.05962223,20.81338683,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,125.951,mm2,69.05962223,20.81338683,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,64.7802,mm2,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,71.3209,mm2,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,82.4366,mm2,69.06507222,20.81570999,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,56.9277,mm2,69.06507222,20.81570999,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,92.1348,mm2,69.05671496,20.83184104,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,60.0045,mm2,69.05671496,20.83184104,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,125.7846,mm2,69.06470214,20.82949263,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,87.8089,mm2,69.06470214,20.82949263,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,40.0436,mm2,69.06122907,20.83288092,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,57.6337,mm2,69.06122907,20.83288092,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,18.3965,mm2,69.0504678,20.82107969,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,31.9905,mm2,69.0504678,20.82107969,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,65.5937,mm2,69.05081564,20.82909942,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,28.6126,mm2,69.05081564,20.82909942,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,52.1252,mm2,69.07293343,20.81814051,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,22.6202,mm2,69.07293343,20.81814051,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,44.2763,mm2,69.05483454,20.82434212,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,77.7004,mm2,69.05483454,20.82434212,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,leaf_area,77.7004,mm2,69.05483454,20.82434212,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,leaf_area,38.1118,mm2,69.06268651,20.79874362,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,leaf_area,13.446,mm2,69.06268651,20.79874362,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,leaf_area,62.8814,mm2,69.0653501,20.79790358,TTT11,TTT,,
